contentcode,id,verbName,timestamp,result,projectId,userId,contentId,topicId,stepID,hintID,amount,detail,extra,createdAt,updatedAt
fcc2,123359,tryStep,01:05.0,1,4,347,32,4,0,NULL,NULL,NULL,"{""hints"": 4, ""attempts"": 6, ""response"": [""2ax - ay + 5a"", ""2bx - by + 5b""]}",01:08.6,01:08.6
fcc2,123361,tryStep,01:19.1,1,4,347,32,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""a"", ""b""]}",01:22.0,01:22.0
fcc2,123362,tryStep,01:31.4,1,4,347,32,4,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2x-y+5""]}",01:34.3,01:34.3
fcc2,123388,tryStep,08:20.5,0,4,347,32,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""5a+2ax-ay"", ""5b+2bx-by""]}",08:23.8,08:23.8
fcc2,123391,tryStep,08:28.8,0,4,347,32,4,0,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 1, ""response"": [""5a+2ax-ay"", ""5b+2bx-by""]}",08:31.6,08:31.6
fcc2,123392,tryStep,08:29.1,0,4,347,32,4,0,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 2, ""response"": [""5a+2ax-ay"", ""5b+2bx-by""]}",08:31.9,08:31.9
fcc2,123393,tryStep,08:29.2,0,4,347,32,4,0,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 3, ""response"": [""5a+2ax-ay"", ""5b+2bx-by""]}",08:32.0,08:32.0
fcc2,123394,tryStep,08:29.4,0,4,347,32,4,0,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 4, ""response"": [""5a+2ax-ay"", ""5b+2bx-by""]}",08:32.2,08:32.2
fcc2,123395,tryStep,08:29.5,0,4,347,32,4,0,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 5, ""response"": [""5a+2ax-ay"", ""5b+2bx-by""]}",08:32.4,08:32.4
fcc2,123396,tryStep,08:29.7,0,4,347,32,4,0,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 6, ""response"": [""5a+2ax-ay"", ""5b+2bx-by""]}",08:32.5,08:32.5
fcc2,123397,tryStep,08:29.9,0,4,347,32,4,0,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 7, ""response"": [""5a+2ax-ay"", ""5b+2bx-by""]}",08:32.7,08:32.7
fcc2,123398,tryStep,08:30.1,0,4,347,32,4,0,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 8, ""response"": [""5a+2ax-ay"", ""5b+2bx-by""]}",08:32.9,08:32.9
fcc2,123404,tryStep,08:36.9,0,4,347,32,4,0,NULL,NULL,NULL,"{""hints"": 2, ""attempts"": 9, ""response"": [""5a+2ax-ay"", ""5b+2bx-by""]}",08:39.8,08:39.8
fcc2,123407,tryStep,09:08.6,0,4,347,32,4,0,NULL,NULL,NULL,"{""hints"": 4, ""attempts"": 10, ""response"": [""2ax-ax+5a"", ""2bx-by+5b""]}",09:11.5,09:11.5
fcc2,123409,tryStep,09:24.5,1,4,347,32,4,0,NULL,NULL,NULL,"{""hints"": 5, ""attempts"": 11, ""response"": [""2ax-ay+5a"", ""2bx-by+5b""]}",09:27.8,09:27.8
fcc2,123411,tryStep,09:35.1,1,4,347,32,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""a"", ""b""]}",09:38.0,09:38.0
fcc2,123413,tryStep,09:41.8,1,4,347,32,4,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2x-y+5""]}",09:44.7,09:44.7
fcc2,123472,tryStep,15:19.5,1,4,347,32,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2ax-ay+5a"", ""2bx-by+5b""]}",15:23.2,15:23.2
fcc2,123474,tryStep,15:32.5,1,4,347,32,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""a"", ""b""]}",15:35.4,15:35.4
fcc2,123475,tryStep,15:41.2,1,4,347,32,4,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2x-y+5""]}",15:44.1,15:44.1
fcc2,124611,tryStep,34:11.2,1,4,235,32,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2ax-ay+5a"", ""2bx-by+5b""]}",34:13.0,34:13.0
fcc2,124612,tryStep,34:24.6,1,4,235,32,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""a"", ""b""]}",34:25.6,34:25.6
fcc2,124614,tryStep,34:30.7,1,4,235,32,4,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2x-y+5""]}",34:31.8,34:31.8
fcc2,128770,tryStep,52:23.4,0,4,916,32,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2ax+2bx-ay-by"", ""5a+5b""]}",52:23.4,52:23.4
fcc2,128835,tryStep,53:08.0,0,4,916,32,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 1, ""response"": [""2ax+5a-ay"", ""2bx+5b-ay""]}",53:08.3,53:08.3
fcc2,128886,tryStep,53:39.0,0,4,916,32,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 2, ""response"": [""2ax+5a-ay"", ""2bx+5b-by""]}",53:39.1,53:39.1
fcc2,128982,tryStep,54:27.9,0,4,916,32,4,0,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 3, ""response"": [""2ax+2bx"", ""5a+5b-ay-by""]}",54:28.0,54:28.0
fcc2,129026,tryStep,54:49.1,0,4,916,32,4,0,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 4, ""response"": [""2ax+5a-ay"", ""2bx+5b-by""]}",54:49.1,54:49.1
fcc2,129083,tryStep,55:22.2,0,4,916,32,4,0,NULL,NULL,NULL,"{""hints"": 2, ""attempts"": 5, ""response"": [""5a+2ax-ay"", ""5b+2bx-by""]}",55:22.2,55:22.2
fcc2,129234,tryStep,56:48.7,1,4,916,32,4,0,NULL,NULL,NULL,"{""hints"": 5, ""attempts"": 6, ""response"": [""2ax-ay+5a"", ""2bx-by+5b""]}",56:48.8,56:48.8
fcc2,129258,tryStep,57:00.6,1,4,916,32,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""a"", ""b""]}",57:00.7,57:00.7
fcc2,129280,tryStep,57:13.2,1,4,916,32,4,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2x-y+5""]}",57:13.3,57:13.3
fcc2,129529,tryStep,59:30.3,0,4,910,32,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2ax+2bx"", ""-ay+5a-by+5b""]}",59:30.4,59:30.4
fcc2,129643,tryStep,00:23.5,1,4,910,32,4,0,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 1, ""response"": [""2ax-ay+5a"", ""2bx-by+5b""]}",00:23.6,00:23.6
fcc2,129685,tryStep,00:48.2,1,4,910,32,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""a"", ""b""]}",00:48.3,00:48.3
fcc2,129696,tryStep,00:52.7,1,4,916,32,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2ax-ay+5a"", ""2bx-by+5b""]}",00:52.7,00:52.7
fcc2,129701,tryStep,00:55.7,1,4,910,32,4,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2x-y+5""]}",00:55.8,00:55.8
fcc2,129707,tryStep,01:00.8,1,4,916,32,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""a"", ""b""]}",01:00.8,01:00.8
fcc2,129722,tryStep,01:06.6,1,4,916,32,4,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2x-y+5""]}",01:06.6,01:06.6
fcc2,130008,tryStep,04:42.8,1,4,913,32,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2ax-ay+5a"", ""2bx-by+5b""]}",04:42.9,04:42.9
fcc2,130045,tryStep,04:59.4,1,4,913,32,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""a"", ""b""]}",04:59.4,04:59.4
fcc2,130058,tryStep,05:06.6,1,4,913,32,4,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2x-y+5""]}",05:06.7,05:06.7
fcc2,130676,tryStep,11:30.8,1,4,919,32,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2ax-ay+5a"", ""2bx-by+5b""]}",11:30.9,11:30.9
fcc2,137143,tryStep,56:08.1,0,4,945,32,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2ax+5a+2bx"", ""-ay-by+5b""]}",56:08.2,56:08.2
fcc2,137162,tryStep,56:22.9,1,4,933,32,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2ax-ay+5a"", ""2bx-by+5b""]}",56:22.9,56:22.9
fcc2,137173,tryStep,56:32.9,1,4,933,32,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""a"", ""b""]}",56:32.9,56:32.9
fcc2,137190,tryStep,56:41.8,1,4,933,32,4,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2x-y+5""]}",56:41.8,56:41.8
fcc2,137223,tryStep,57:02.3,1,4,945,32,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 1, ""response"": [""2ax-ay+5a"", ""2bx-by+5b""]}",57:02.4,57:02.4
fcc2,137236,tryStep,57:10.5,1,4,945,32,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""a"", ""b""]}",57:10.6,57:10.6
fcc2,137256,tryStep,57:21.8,1,4,945,32,4,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2x-y+5""]}",57:21.9,57:21.9
fcc2,137569,tryStep,01:00.5,0,4,933,32,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2ax-ay+5a"", ""+2bx-by+5b""]}",01:00.5,01:00.5
fcc2,137571,tryStep,01:04.6,1,4,933,32,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 1, ""response"": [""2ax-ay+5a"", ""2bx-by+5b""]}",01:04.7,01:04.7
fcc2,137577,tryStep,01:15.4,1,4,933,32,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""a"", ""b""]}",01:15.5,01:15.5
fcc2,137589,tryStep,01:24.8,1,4,933,32,4,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2x-y+5""]}",01:24.9,01:24.9
fcc2,137705,tryStep,03:13.9,0,4,927,32,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2ax+2bx"", ""-ay+5a-by+5b""]}",03:13.9,03:13.9
fcc2,137738,tryStep,03:41.7,0,4,923,32,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2ax+2bx-ay"", ""5a-by+5b""]}",03:41.8,03:41.8
fcc2,137762,tryStep,04:01.6,0,4,923,32,4,0,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 1, ""response"": [""2ax+2bx-ay"", ""5a-by+5b""]}",04:01.7,04:01.7
fcc2,137763,tryStep,04:02.3,0,4,923,32,4,0,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 2, ""response"": [""2ax+2bx-ay"", ""5a-by+5b""]}",04:02.3,04:02.3
fcc2,137771,tryStep,04:21.5,0,4,923,32,4,0,NULL,NULL,NULL,"{""hints"": 2, ""attempts"": 3, ""response"": [""2ax+-ay"", ""5a""]}",04:21.5,04:21.5
fcc2,137820,tryStep,05:02.3,0,4,927,32,4,0,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 1, ""response"": [""x+y"", ""2a+2b-a+5-b-5""]}",05:02.4,05:02.4
fcc2,137825,tryStep,05:05.9,1,4,923,32,4,0,NULL,NULL,NULL,"{""hints"": 4, ""attempts"": 4, ""response"": [""2ax-ay+5a"", ""2bx-by+5b""]}",07-09-23 21:05,07-09-23 21:05
fcc2,137851,tryStep,05:35.8,0,4,927,32,4,0,NULL,NULL,NULL,"{""hints"": 2, ""attempts"": 3, ""response"": [""x+y"", ""a+b""]}",05:35.9,05:35.9
fcc2,137863,tryStep,05:49.2,1,4,923,32,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""a"", ""b""]}",05:49.3,05:49.3
fcc2,137882,tryStep,06:03.4,1,4,923,32,4,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2x-y+5""]}",06:03.5,06:03.5
fcc2,137954,tryStep,06:42.8,1,4,927,32,4,0,NULL,NULL,NULL,"{""hints"": 11, ""attempts"": 4, ""response"": [""2ax-ay+5a"", ""2bx-by+5b""]}",06:43.0,06:43.0
fcc2,138114,tryStep,08:53.2,1,4,927,32,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""a"", ""b""]}",08:53.3,08:53.3
fcc2,138128,tryStep,09:15.8,1,4,927,32,4,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2x-y+5""]}",09:15.9,09:15.9
fcc2,173384,tryStep,22:56.2,0,4,1235,32,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2ax+2bx+a"", ""-Ay-by+5b""]}",22:56.7,22:56.7
fcc2,173385,tryStep,23:07.7,0,4,1235,32,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 1, ""response"": [""2ax+2bx+5a"", ""-Ay-by+5b""]}",23:07.8,23:07.8
fcc2,173386,tryStep,23:18.9,0,4,1235,32,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 2, ""response"": [""2ax+2bx-5a"", ""-Ay-by+5b""]}",23:19.0,23:19.0
fcc2,173388,tryStep,23:27.6,0,4,1235,32,4,0,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 3, ""response"": [""2ax+2bx-5a"", ""-Ay-by+5b""]}",23:27.6,23:27.6
fcc2,173389,tryStep,23:31.7,0,4,1235,32,4,0,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 4, ""response"": [""2ax+2bx-5a"", ""Ay-by+5b""]}",23:31.7,23:31.7
fcc2,173391,tryStep,24:31.9,1,4,1235,32,4,0,NULL,NULL,NULL,"{""hints"": 2, ""attempts"": 5, ""response"": [""2ax-ay+5a"", ""2bx-by+5b""]}",24:32.7,24:32.7
fcc2,173392,tryStep,24:44.2,1,4,1235,32,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""a"", ""b""]}",24:44.4,24:44.4
fcc2,173394,tryStep,24:58.5,1,4,1235,32,4,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2x-y+5""]}",24:58.6,24:58.6
fcc2,190196,tryStep,42:58.5,0,4,1767,32,4,0,NULL,NULL,NULL,"{""hints"": 2, ""attempts"": 1, ""response"": [""-ay+5a"", ""2ax+2bx""]}",42:58.5,42:58.5
fcc2,190201,tryStep,43:02.4,0,4,1767,32,4,0,NULL,NULL,NULL,"{""hints"": 3, ""attempts"": 2, ""response"": [""-ay+5a"", ""2ax+2bx""]}",43:02.4,43:02.4
fcc2,190202,tryStep,43:02.7,0,4,1767,32,4,0,NULL,NULL,NULL,"{""hints"": 3, ""attempts"": 3, ""response"": [""-ay+5a"", ""2ax+2bx""]}",43:02.7,43:02.7
fcc2,190203,tryStep,43:03.0,0,4,1767,32,4,0,NULL,NULL,NULL,"{""hints"": 3, ""attempts"": 4, ""response"": [""-ay+5a"", ""2ax+2bx""]}",43:03.0,43:03.0
fcc2,190204,tryStep,43:03.2,0,4,1767,32,4,0,NULL,NULL,NULL,"{""hints"": 3, ""attempts"": 5, ""response"": [""-ay+5a"", ""2ax+2bx""]}",43:03.2,43:03.2
fcc2,190235,tryStep,43:49.5,1,4,1767,32,4,0,NULL,NULL,NULL,"{""hints"": 4, ""attempts"": 6, ""response"": [""2ax-ay+5a"", ""2bx-by+5b""]}",43:49.6,43:49.6
fcc2,190241,tryStep,43:56.9,1,4,1767,32,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""a"", ""b""]}",43:56.9,43:56.9
fcc2,190248,tryStep,44:04.2,0,4,1767,32,4,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2x-y-5""]}",44:04.3,44:04.3
fcc2,190256,tryStep,44:10.6,1,4,1767,32,4,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 1, ""response"": [""2x-y+5""]}",44:10.7,44:10.7
fcc2,196110,tryStep,42:07.4,1,4,1754,32,4,0,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 0, ""response"": [""2ax-ay+5a"", ""2bx-by+5b""]}",42:07.2,42:07.2
fcc2,196150,tryStep,42:24.3,1,4,1754,32,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""a"", ""b""]}",42:24.2,42:24.2
fcc2,196193,tryStep,42:38.6,1,4,1754,32,4,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2x-y+5""]}",42:38.4,42:38.4
fcc2,196669,tryStep,46:30.1,1,4,1754,32,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2ax-ay+5a"", ""2bx-by+5b""]}",46:29.9,46:29.9
fcc2,196679,tryStep,46:35.1,1,4,1759,32,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2ax-ay+5a"", ""5b-by+2bx""]}",46:35.1,46:35.1
fcc2,196680,tryStep,46:36.5,1,4,1754,32,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""a"", ""b""]}",46:36.3,46:36.3
fcc2,196688,tryStep,46:44.4,1,4,1754,32,4,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2x-y+5""]}",46:44.3,46:44.3
fcc2,205753,tryStep,43:43.9,1,4,1830,32,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2ax-ay+5a"", ""2bx-by+5b""]}",43:44.6,43:44.6
fcc2,205754,tryStep,44:10.2,1,4,1830,32,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""A"", ""B""]}",44:10.3,44:10.3
fcc2,205758,tryStep,44:24.8,1,4,1830,32,4,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2x-y+5""]}",44:25.2,44:25.2
fcc2,214714,tryStep,21:06.7,1,4,239,32,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2ax -ay +5a"", ""2bx - by +5b""]}",21:07.7,21:07.7
fcc2,214738,tryStep,21:16.4,1,4,239,32,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""A"", ""B""]}",21:17.6,21:17.6
fcc2,214761,tryStep,21:24.0,1,4,239,32,4,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""2x-y+5""]}",21:25.0,21:25.0
fcc22,161342,tryStep,07:20.3,1,4,1106,253,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""ab+cb"", ""ad+cd""]}",07:20.4,07:20.4
fcc22,161349,tryStep,07:29.1,1,4,1106,253,4,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""b"", ""d""]}",07:29.2,07:29.2
fcc22,161353,tryStep,07:33.4,1,4,1106,253,4,4,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""a+c""]}",07:33.6,07:33.6
fcc22,173337,tryStep,13:29.9,1,4,1235,253,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""AB+ad"", ""Cb+cd""]}",13:30.0,13:30.0
fcc22,173338,tryStep,13:41.7,1,4,1235,253,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""A"", ""C""]}",13:41.8,13:41.8
fcc22,173339,tryStep,13:55.0,0,4,1235,253,4,3,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""Bd""]}",13:55.5,13:55.5
fcc22,173342,tryStep,14:05.5,1,4,1235,253,4,3,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 1, ""response"": [""B+d""]}",14:05.7,14:05.7
fcc22,189910,tryStep,37:30.0,1,4,1763,253,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""ab+ad"", ""cb+cd""]}",37:24.2,37:24.2
fcc22,189913,tryStep,37:37.2,1,4,1763,253,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""a"", ""c""]}",37:30.9,37:30.9
fcc22,189921,tryStep,37:43.4,1,4,1763,253,4,3,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""b+d""]}",37:37.1,37:37.1
fcc23,129283,tryStep,57:15.5,1,4,921,254,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""ax+ay"", ""-bx-by""]}",57:15.5,57:15.5
fcc23,129307,tryStep,57:29.2,0,4,921,254,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""a"", ""b""]}",57:29.2,57:29.2
fcc23,129314,tryStep,57:34.3,1,4,921,254,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 1, ""response"": [""a"", ""-b""]}",57:34.4,57:34.4
fcc23,129325,tryStep,57:41.3,0,4,921,254,4,3,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""x-y""]}",57:41.3,57:41.3
fcc23,129336,tryStep,57:47.2,1,4,921,254,4,3,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 1, ""response"": [""x+y""]}",57:47.3,57:47.3
fcc24,138154,tryStep,09:38.4,0,4,925,255,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""a-c"", ""a-c""]}",09:38.5,09:38.5
fcc24,138178,tryStep,09:54.0,0,4,925,255,4,0,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 1, ""response"": [""ac"", ""ac""]}",09:54.0,09:54.0
fcc24,138206,tryStep,10:08.5,0,4,925,255,4,0,NULL,NULL,NULL,"{""hints"": 2, ""attempts"": 2, ""response"": [""ac2b"", ""ac2d""]}",10:09.3,10:09.3
fcc24,138248,tryStep,10:28.4,0,4,925,255,4,0,NULL,NULL,NULL,"{""hints"": 3, ""attempts"": 3, ""response"": [""ab+ad"", ""cb-cd""]}",10:28.5,10:28.5
fcc24,138254,tryStep,10:36.1,1,4,925,255,4,0,NULL,NULL,NULL,"{""hints"": 4, ""attempts"": 4, ""response"": [""ab+ad"", ""-cb-cd""]}",10:36.1,10:36.1
fcc24,138261,tryStep,10:47.2,0,4,925,255,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""a+c"", ""a+c""]}",10:47.2,10:47.2
fcc24,138303,tryStep,11:25.4,0,4,925,255,4,1,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 1, ""response"": [""a+c"", ""a+c""]}",11:25.5,11:25.5
fcc24,138325,tryStep,11:38.2,0,4,925,255,4,1,NULL,NULL,NULL,"{""hints"": 2, ""attempts"": 2, ""response"": [""ac"", ""ac""]}",11:38.3,11:38.3
fcc24,138378,tryStep,15:32.6,0,4,925,255,4,1,NULL,NULL,NULL,"{""hints"": 3, ""attempts"": 3, ""response"": [""a-c"", ""a-c""]}",15:32.6,15:32.6
fcc24,138386,tryStep,15:42.6,0,4,925,255,4,1,NULL,NULL,NULL,"{""hints"": 3, ""attempts"": 4, ""response"": [""a-c"", ""a-c""]}",15:42.7,15:42.7
fcc24,138387,tryStep,15:45.2,0,4,925,255,4,1,NULL,NULL,NULL,"{""hints"": 3, ""attempts"": 5, ""response"": [""a-c"", ""a-c""]}",15:45.3,15:45.3
fcc24,138388,tryStep,15:46.0,0,4,925,255,4,1,NULL,NULL,NULL,"{""hints"": 3, ""attempts"": 6, ""response"": [""a-c"", ""a-c""]}",15:46.0,15:46.0
fcc24,138389,tryStep,15:46.1,0,4,925,255,4,1,NULL,NULL,NULL,"{""hints"": 3, ""attempts"": 7, ""response"": [""a-c"", ""a-c""]}",15:46.2,15:46.2
fcc24,138390,tryStep,15:46.3,0,4,925,255,4,1,NULL,NULL,NULL,"{""hints"": 3, ""attempts"": 8, ""response"": [""a-c"", ""a-c""]}",15:46.3,15:46.3
fcc24,138391,tryStep,15:46.5,0,4,925,255,4,1,NULL,NULL,NULL,"{""hints"": 3, ""attempts"": 9, ""response"": [""a-c"", ""a-c""]}",15:46.5,15:46.5
fcc24,138392,tryStep,15:46.7,0,4,925,255,4,1,NULL,NULL,NULL,"{""hints"": 3, ""attempts"": 10, ""response"": [""a-c"", ""a-c""]}",15:46.7,15:46.7
fcc24,138400,tryStep,15:57.0,1,4,925,255,4,1,NULL,NULL,NULL,"{""hints"": 4, ""attempts"": 11, ""response"": [""a"", ""-c""]}",15:57.0,15:57.0
fcc24,173347,tryStep,14:43.2,0,4,1235,255,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""AB+ad"", ""Cb+cd""]}",14:43.3,14:43.3
fcc24,173348,tryStep,14:59.6,0,4,1235,255,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 1, ""response"": [""AB-ad"", ""Cb-cd""]}",15:00.0,15:00.0
fcc24,173350,tryStep,15:14.5,0,4,1235,255,4,0,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 2, ""response"": [""AB-ad"", ""Cb-cd""]}",15:14.5,15:14.5
fcc24,173353,tryStep,15:17.4,0,4,1235,255,4,0,NULL,NULL,NULL,"{""hints"": 2, ""attempts"": 3, ""response"": [""AB-ad"", ""Cb-cd""]}",15:17.5,15:17.5
fcc24,173356,tryStep,15:40.1,1,4,1235,255,4,0,NULL,NULL,NULL,"{""hints"": 3, ""attempts"": 4, ""response"": [""AB+ad"", ""-Cb-cd""]}",15:40.2,15:40.2
fcc24,173357,tryStep,15:53.9,1,4,1235,255,4,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""A"", ""-C""]}",15:54.1,15:54.1
fcc24,173359,tryStep,16:06.3,1,4,1235,255,4,3,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""B+d""]}",16:06.9,16:06.9
fcc24,188356,tryStep,18:30.9,1,4,1818,255,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""ab-cb"", ""ad-cd""]}",18:31.1,18:31.1
fcc24,188357,tryStep,18:37.2,1,4,1818,255,4,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""b"", ""d""]}",18:37.4,18:37.4
fcc24,188358,tryStep,18:41.4,1,4,1818,255,4,4,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""a-c""]}",18:41.6,18:41.6
fcc24,190208,tryStep,43:08.5,1,4,1747,255,4,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""ab-cb"", ""ad-cd""]}",43:08.6,43:08.6
